Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Language,Photo,Group Membership,E-mail 1 - Type,E-mail 1 - Value,Phone 1 - Type,Phone 1 - Value,Phone 2 - Type,Phone 2 - Value,Organization 1 - Type,Organization 1 - Name,Organization 1 - Yomi Name,Organization 1 - Title,Organization 1 - Department,Organization 1 - Symbol,Organization 1 - Location,Organization 1 - Job Description
GS 1200 Lavender,GS 1200 Lavender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971501741762,,,,Gents salon,,,,,,
GS 1201 Shabab Al Raqaib,GS 1201 Shabab Al Raqaib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971508244309,,,,Gents salon,,,,,,
GS 1202 Al Qooz,GS 1202 Al Qooz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Haircutting salon,,,,,,
GS 1203 Wonderland,GS 1203 Wonderland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971562778488,,,,Kids salon,,,,,,
GS 1204 Al Jazaer,GS 1204 Al Jazaer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Haircutting salon,,,,,,
GS 1205 Super Star,GS 1205 Super Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971543707034,,,,Gents salon,,,,,,
GS 1206 The Art,GS 1206 The Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971507477676,,,,Gents salon,,,,,,
GS 1207 Raqayb Haircutting,GS 1207 Raqayb Haircutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971551350886,,,,Gents salon,,,,,,
GS 1208 Hassan Al Tahri,GS 1208 Hassan Al Tahri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971508492319,,,,Gents salon,,,,,,
GS 1209 Usman,GS 1209 Usman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971551595566,,,,Gents salon,,,,,,
GS 1210 Al Ayan Hair Cutting,GS 1210 Al Ayan Hair Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Gents salon,,,,,,
GS 1211 Adam,GS 1211 Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971582214464,,,,Gents salon,,,,,,
GS 1212 Lavender,GS 1212 Lavender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971501741762,,,,Gents salon,,,,,,
GS 1213 Shabab Al Raqaib,GS 1213 Shabab Al Raqaib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971508244309,,,,Gents salon,,,,,,
GS 1214 Al Qooz,GS 1214 Al Qooz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Haircutting salon,,,,,,
GS 1215 Wonderland,GS 1215 Wonderland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971562778488,,,,Kids salon,,,,,,
GS 1216 Al Jazaer,GS 1216 Al Jazaer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Haircutting salon,,,,,,
GS 1217 Super Star,GS 1217 Super Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971543707034,,,,Gents salon,,,,,,
GS 1218 The Art,GS 1218 The Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971507477676,,,,Gents salon,,,,,,
GS 1219 Raqayb Haircutting,GS 1219 Raqayb Haircutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971551350886,,,,Gents salon,,,,,,
GS 1220 Hassan Al Tahri,GS 1220 Hassan Al Tahri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971508492319,,,,Gents salon,,,,,,
GS 1221 Usman,GS 1221 Usman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971551595566,,,,Gents salon,,,,,,
GS 1222 Al Ayan Hair Cutting,GS 1222 Al Ayan Hair Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,Not Available,,,,Gents salon,,,,,,
GS 1223 Adam,GS 1223 Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971582214464,,,,Gents salon,,,,,,
GS 1224 Lavender,GS 1224 Lavender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971501741762,,,,Gents salon,,,,,,
GS 1225 Shabab Al Raqaib,GS 1225 Shabab Al Raqaib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile,+971508244309,,,,Gents salon,,,,,,
